id,final_d,emp_length_int,home_ownership_cat,annual_inc,income_cat,loan_amount,term_cat,application_type_cat,purpose_cat,interest_payment_cat,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment
9262,1092014,10,1,39000,1,1500,1,1,4,2,0,15.62,D,13.08,1887.184441,1500,0,52.46
9263,1012016,10,1,40000,1,24000,2,1,4,1,0,11.99,B,12.36,27727.16,19898.43,0,533.75
9264,1042012,10,1,75000,1,16000,2,1,6,2,0,17.99,E,21.22,17622.37,16000,0,406.21
9265,1012016,6.05,3,48000,1,4300,2,1,11,1,0,11.49,B,13.18,4885.28,3554.98,0,94.55
9266,1082013,7,3,54000,1,5000,1,1,6,1,0,5.42,A,7.51,5367.81,5000,0,150.8
9267,1092012,4,3,135000,2,25000,1,1,6,1,0,7.49,A,21.5,26610.48,25000,0,777.55
9268,1092011,4,3,40896,1,23675,2,1,6,1,0,12.99,C,25.12,23933.3,23675,0,538.56
9269,1022014,0.5,3,58000,1,11600,1,1,8,1,0,11.99,B,8.3,13789.67,11600,0,385.24
9270,1052013,6,3,90000,1,14000,1,1,6,1,1,10.59,B,14.68,9111.53,7220.47,9.73,455.63
9271,1022014,5,1,39750,1,7250,1,1,1,1,0,8.49,A,15.97,8191.21,7250,0,228.84
9272,1012012,1,1,24000,1,1000,1,1,6,2,1,17.99,E,12.65,159.25,86.03,0,36.15
9273,1072013,4,3,50004,1,5000,2,1,4,2,0,13.49,C,3.62,6067.47,5000,0,115.03
9274,1072014,3,1,57500,1,2400,1,1,10,2,0,15.23,C,18.01,3000.090413,2400,0,83.47
9275,1072013,2,3,80000,1,12500,2,1,1,2,1,14.79,C,13.42,7050.7,3554.51,552.34,296
9276,1092012,7,3,130000,2,6500,1,1,5,2,0,15.99,D,13.01,7406.57,6500,0,228.49
9277,1122014,0.5,1,39000,1,14125,2,1,1,2,0,15.23,C,22.58,19346.19095,14125,0,337.75
9278,1092014,1,1,24000,1,5500,1,1,6,1,0,10.99,B,23.45,6474.896549,5500,0,180.04
9279,1092014,0.5,1,50000,1,12000,1,1,6,1,0,10.59,B,18.58,14057.274609999999,12000,0,390.54
9280,1092012,10,1,300000,3,33500,2,1,6,2,1,21.74,F,2.77,3078.04,604.67,0,582.4
9281,1092014,7,3,75000,1,8500,1,1,4,1,0,6.99,A,0.4,9446.358033,8500,0,262.42
9282,1062014,9,3,90000,1,6400,1,1,1,1,0,5.99,A,11.43,7002.185184,6400,0,194.68
9283,1112014,3,1,65000,1,4800,2,1,3,2,1,22.11,G,12.42,5392.28,2411.56,350.67,132.88
9284,1062014,2,3,225000,3,30000,1,1,7,1,0,8.49,A,5.41,34044.24112,30000,0,946.89
9285,1042012,8,1,60000,1,5000,2,1,2,2,0,13.99,C,3.52,5393.41,5000,0,116.32
9286,1102012,3,1,33600,1,5000,1,1,8,2,0,13.49,C,19.75,5624.34,5000,0,169.66
9287,1112013,1,3,70000,1,4800,1,1,8,1,0,6.99,A,18.96,5296.76,4800,0,148.19
9288,1122013,10,1,55000,1,10000,1,1,6,1,0,10.59,B,22.76,11589.11,10000,0,325.45
9289,1012013,3,3,54000,1,6500,1,1,6,2,1,15.99,D,20.2,3883.85,2502.74,240.97,228.49
9290,1092014,1,1,38000,1,10000,1,1,6,1,0,7.49,A,7.77,11195.466709999999,10000,0,311.02
9291,1032012,9,1,65000,1,4000,1,1,8,1,0,6.99,A,25.18,4131,4000,0,123.5
9292,1102012,4,1,76000,1,3400,1,1,6,1,0,8.49,A,20.65,3679.9,3400,0,107.32
9293,1092014,10,1,31200,1,6000,1,1,6,2,0,15.23,C,14.88,7503.905873999999,6000,0,208.67
9294,1052013,0.5,3,72252,1,8000,1,1,2,1,0,6.99,A,8.77,8724.07,8000,0,246.99
9295,1032014,7,1,72000,1,12000,2,1,1,1,0,12.99,C,14.8,15126.745,12000,0,272.98
9296,1032014,2,3,85000,1,7500,1,1,7,2,0,13.99,C,16.67,9160.961979000002,7500,0,256.3
9297,1042013,4,3,32000,1,2000,1,1,6,1,0,5.99,A,9.71,2145.31,2000,0,60.84
9298,1092014,2,1,48000,1,14000,1,1,6,2,0,16.89,D,21.93,17922.465790000002,14000,0,498.38
9299,1022013,5,1,15600,1,5000,1,1,1,1,0,5.99,A,11.54,5320.37,5000,0,152.09
9300,1032012,6,3,75000,1,3000,1,1,1,1,0,8.49,A,15.18,3119.31,3000,0,94.69
9301,1122013,4,1,34800,1,5000,1,1,1,1,0,11.99,B,18.83,5905.9,5000,0,166.05
9302,1042014,1,1,64000,1,13000,1,1,8,1,0,10.99,B,9.32,15299.42341,13000,0,425.55
9303,1092014,5,1,30000,1,8000,1,1,6,1,0,12.99,C,18.32,9698.743489,8000,0,269.52
9304,1012016,10,1,42000,1,5000,2,1,4,2,0,15.99,D,21.17,6304.24,4074.25,0,121.57
9305,1042013,2,1,75000,1,14000,2,1,5,2,0,21.74,F,9.38,18371.66,14000,0,384.6
9306,1022013,2,1,18835,1,6000,1,1,3,2,1,16.49,D,14.46,3604.17,2464.99,0,212.4
9307,1052014,0.5,1,55000,1,12300,1,1,6,1,0,12.99,C,21.99,14872.058219999999,12300,0,414.38
9308,1092014,0.5,3,24960,1,2000,1,1,7,2,0,13.99,C,17.07,2458.668551,2000,0,68.35
9309,1092014,1,1,14400,1,3000,1,1,6,1,0,10.99,B,9.17,3532.1500990000004,3000,0,98.21
9310,1092014,10,3,125000,2,8800,1,1,6,1,0,10.59,B,17.77,10305.11073,8800,0,286.4
9311,1012015,10,1,54996,1,30000,2,1,6,2,0,13.99,C,13.94,27723.26547,20575,0,478.64
9312,1012016,10,3,76000,1,20000,2,1,6,2,0,18.39,E,15.25,26628.73,16171.39,0,512.13
9313,1032012,10,3,140000,2,5000,1,1,7,1,0,11.49,B,8.77,5269.87,5000,0,164.86
9314,1082013,0.5,2,9600,1,1200,1,1,6,1,0,10.99,B,7.63,1381.58,1200,0,39.29
9315,1022012,10,1,21600,1,1600,1,1,7,2,0,17.49,D,21,1711.26,1600,0,57.44
9316,1122012,1,1,24000,1,1500,1,1,6,1,0,7.49,A,27.35,1597.98,1500,0,46.66
9317,1092013,6,1,40800,1,9000,1,1,6,1,0,7.49,A,19.74,9942.77,9000,0,279.92
9318,1022014,6,2,75000,1,11000,1,1,4,1,0,8.49,A,22.1,12353.13,11000,0,347.2
9319,1102011,2,1,91500,1,7500,1,1,1,2,1,16.89,D,19.36,596.32,160.44,330.97,266.99
9320,1062012,2,1,32000,1,1500,1,1,8,1,0,7.49,A,18.53,1554.04,1500,0,46.66
9321,1082014,2,1,30720,1,3500,1,1,6,1,0,5.99,A,19.45,3819.44973,3500,0,106.47
9322,1022015,10,1,50000,1,17000,2,1,6,1,0,11.99,B,5.33,22007.23858,17000,0,378.07
9323,1012016,9,3,45000,1,3250,2,1,6,1,0,12.99,C,24.59,3830.09,2677.94,0,73.94
9324,1112012,10,2,40000,1,5000,1,1,2,1,0,8.49,A,11.61,5412.79,5000,0,157.82
9325,1012016,8,1,63500,1,14000,2,1,6,2,0,13.49,C,10.45,16717.77,11531.44,0,322.07
9326,1092014,1,3,96000,1,3000,1,1,7,2,0,15.99,D,1.31,3793.009228,3000,0,105.46
9327,1052014,5,1,38000,1,8500,1,1,6,1,0,6.99,A,29.43,9431.561948,8500,0,262.42
9328,1062014,10,3,90000,1,21000,1,1,6,2,0,15.62,D,13.55,26402.37845,21000,0,734.37
9329,1012014,10,3,45600,1,7500,1,1,11,1,0,5.42,A,3.21,8106.56,7500,0,226.2
9330,1012014,4,1,36000,1,2400,1,1,10,2,0,17.49,D,18.4,3065.61,2400,0,86.16
9331,1062014,5,3,63000,1,20000,1,1,6,1,0,11.49,B,13.9,23675.209909999998,20000,0,659.43
9332,1122015,5,1,43000,1,13800,2,1,1,1,0,12.99,C,19.31,16271,11374.59,0,313.93
9333,1042013,0.5,1,50000,1,8000,1,1,1,1,0,7.49,A,6.48,8568.71,8000,0,248.82
9334,1042013,2,3,80000,1,12000,1,1,6,1,0,6.99,A,15.39,13053.06,12000,0,370.48
9335,1092014,5,3,75000,1,5800,1,1,7,1,0,6.99,A,21.36,6445.629269,5800,0,179.07
9336,1092012,10,1,116664,2,8000,1,1,6,2,0,16.49,D,18.09,9232.82,8000,0,283.2
9337,1092014,10,1,70000,1,24000,1,1,6,1,0,10.99,B,25.46,17553.1791,14900,0,487.74
9338,1062015,5,3,100000,1,15000,2,1,7,1,0,10.99,B,13.14,19221.568069999998,15000,0,326.07
9339,1032014,0.5,1,60000,1,12000,1,1,4,2,0,13.49,C,17.7,14503.239819999999,12000,0,407.17
9340,1082012,1,1,51000,1,4000,1,1,4,1,1,11.49,B,21.44,1576.44,1179.48,0,131.89
9341,1042012,4,1,315600,3,14000,2,1,6,2,0,13.99,C,0.98,15101.52,14000,0,325.69
9342,1092014,1,1,72500,1,12000,1,1,6,1,0,7.49,A,0.66,13431.19521,12000,0,373.22
9343,1122015,6,3,82500,1,12000,2,1,4,1,0,10.59,B,12.26,13382.73,9973.95,0,258.47
9344,1082014,8,2,120000,2,10000,1,1,6,2,0,19.29,E,13.12,13242.91471,10000,0,368.03
9345,1102011,2,1,60000,1,9600,1,1,9,2,1,20.62,F,11.04,782.05,194.32,423.22,359.82
9346,1012013,4,3,275000,3,30000,1,1,7,1,0,10.59,B,8.15,25118.99,22425,0,729.82
9347,1022012,3,1,26400,1,2500,1,1,2,1,0,6.99,A,5.86,2541,2500,0,77.19
9348,1042013,2,1,50400,1,10800,1,1,6,2,0,18.79,E,8.17,13346.71,10800,0,394.74
9349,1112013,7,1,48000,1,2250,1,1,6,1,1,6.99,A,13.2,1895.95,1573.44,94.15,69.47
9350,1092014,7,3,54000,1,5500,1,1,2,1,0,10.59,B,16.49,6441.052764,5500,0,179
9351,1052015,10,3,57882,1,34475,2,1,6,2,0,13.99,C,14.78,47023.57595,34475,0,802
9352,1122015,5,3,65196,1,9900,2,1,4,2,0,13.49,C,12.74,11823.28,8155.25,0,227.75
9353,1092014,10,3,90000,1,18000,1,1,1,1,0,8.49,A,5.6,20450.250480000002,18000,0,568.14
9354,1032012,4,3,123000,2,25000,2,1,1,2,0,20.25,F,23.88,27463.76,25000,0,665.83
9355,1072014,10,3,105000,2,12000,1,1,6,1,0,6.99,A,11.39,13323.78588,12000,0,370.48
9356,1112013,10,3,72000,1,16000,1,1,6,2,0,17.49,D,15.03,20233.68,16000,0,574.36
9357,1032014,3,3,40000,1,4000,1,1,6,1,1,9.99,B,18.6,3977.55,3232.75,124.03,129.05
9358,1082012,0.5,1,40000,1,8000,1,1,1,2,0,16.49,D,5.52,9071.44,7999.99,0,283.2
9359,1092014,10,3,85800,1,18900,1,1,6,1,0,10.59,B,18.43,22137.50059,18900,0,615.1
9360,1062014,8,1,30000,1,22750,2,1,3,2,1,15.62,D,16.52,19891.55,10315.11,1807.52,548.66
9361,1092014,10,1,47000,1,8800,1,1,6,1,0,7.49,A,16.77,9850.875827,8800,0,273.7
9362,1022015,0.5,1,87000,1,10400,2,1,4,2,0,20.25,F,1.71,15830.04664,10400,0,276.99
9363,1122015,2,3,120422,2,14000,2,1,1,2,0,16.49,D,18.84,17861.82,11392.83,0,344.11
9364,1082012,1,3,45600,1,4000,1,1,1,1,0,5.99,A,7.53,4191.49,4000,0,121.67
9365,1092014,2,3,57600,1,9000,1,1,2,1,0,10.99,B,17.31,10600.166229999999,9000,0,294.61
9366,1012016,10,1,73329,1,25000,2,1,6,2,0,20.99,F,19.69,35108.46,19968.58,0,676.2
9367,1082012,6.05,1,24000,1,8000,1,1,3,1,0,12.99,C,13.05,8902.87,8000,0,269.52
9368,1102013,10,3,94000,1,4800,1,1,7,1,0,10.99,B,13.03,5565.16,4800,0,157.13
9369,1012016,7,3,72000,1,12000,2,1,7,2,0,19.29,E,24.02,16271.62,9643.08,0,313.21
9370,1122015,10,3,96682,1,25000,2,1,4,1,0,12.99,C,4.7,25443.62,17788.31,0,491.36
9371,1092014,0.5,1,65000,1,5200,1,1,6,1,0,9.99,B,4.6,6035.304794,5200,0,167.77
9372,1092014,4,3,70000,1,10000,1,1,7,2,0,16.89,D,11.21,12800.007940000001,10000,0,355.99
9373,1092014,10,3,70000,1,9750,1,1,6,1,0,8.49,A,12.5,11077.02772,9750,0,307.74
9374,1122015,4,3,96000,1,25000,2,1,6,2,0,19.69,E,10.65,34194.9,20091.41,0,658.05
9375,1012013,8,1,70150,1,21600,2,1,6,2,0,14.79,C,24.19,25687.04,21600,0,511.49
9376,1032012,10,3,42000,1,8000,1,1,1,1,0,10.99,B,17.37,8474.67,8000,0,261.88
9377,1052013,0.5,3,145000,2,7000,1,1,6,1,0,10.99,B,20.33,8003.62,7000,0,229.14
9378,1092014,10,1,48000,1,8000,1,1,6,1,0,12.99,C,14.82,9699.003993,8000,0,269.52
9379,1092014,5,1,48000,1,9000,1,1,1,1,0,10.99,B,15.1,10596.8365,9000,0,294.61
9380,1082012,6,3,135000,2,12000,2,1,11,2,0,20.25,F,2.25,14152.05,12000,0,319.6
9381,1082013,7,3,48000,1,2500,2,1,7,2,0,16.89,D,19.05,3222.17,2500,0,61.99
9382,1072012,1,1,32004,1,2500,1,1,4,1,1,7.49,A,21.6,879.74,635.77,106.37,77.76
9383,1072012,10,1,85000,1,25000,2,1,6,2,0,13.99,C,23.79,28011.89,25000,0,581.58
9384,1052012,10,1,92000,1,35000,2,1,4,2,1,20.25,F,17.6,5444.11,1040.64,1951.32,932.17
9385,1112011,0.5,3,150000,2,35000,1,1,6,1,1,7.49,A,13.62,3672.99,1744.94,1496.73,1088.56
9386,1032013,2,1,85000,1,9600,1,1,5,1,0,10.99,B,10.04,10891.93,9600,0,314.25
9387,1082014,0.5,3,84000,1,15000,2,1,7,2,0,16.89,D,12.67,20783.23529,15000,0,371.91
9388,1012016,7,3,85000,1,35000,2,1,6,2,0,16.89,D,17.6,51679.89991,35000,0,867.78
9389,1092014,0.5,1,75000,1,10000,1,1,5,1,0,11.49,B,16.14,11864.34444,10000,0,329.72
9390,1092014,4,3,74000,1,12100,1,1,3,2,0,16.89,D,11.16,15495.77541,12100,0,430.74
9391,1102012,10,3,32400,1,4200,1,1,4,1,1,10.99,B,16.85,2894.13,2489.79,0,137.49
9392,1092014,10,1,60000,1,8400,1,1,7,2,0,13.99,C,8.34,10328.11903,8400,0,287.06
9393,1092014,7,3,37000,1,8400,1,1,6,1,0,10.99,B,20.66,9888.43097,8400,0,274.97
9394,1012016,6.05,3,54492,1,12000,2,1,4,1,0,10.99,B,20.79,13545.3,9984.18,0,260.85
9395,1012013,10,3,70000,1,3000,1,1,11,2,0,17.49,D,10.37,3604.77,2999.99,0,107.7
9396,1122015,10,1,100000,1,7600,2,1,6,2,0,21.36,F,5.58,10762.8,6064.18,0,207.15
9397,1092014,5,1,80000,1,18000,1,1,1,1,0,8.49,A,12.67,20450.38844,18000,0,568.14
9398,1072015,2,1,94404,1,4000,2,1,6,2,0,15.99,D,4.37,5713.072009,4000,0,97.26
9399,1082013,3,3,84000,1,10000,2,1,4,2,0,19.69,E,21.56,13064.81,10000,0,263.22
9400,1012013,3,3,200000,2,24000,1,1,7,1,0,7.49,A,5.14,25934.48,24000,0,746.44
9401,1092014,10,3,48000,1,3500,1,1,6,1,0,5.42,A,6.78,3799.064702,3500,0,105.56
9402,1082015,6,3,50000,1,24250,2,1,6,2,0,17.49,D,17.02,35819.2119,24250,0,609.09
9403,1032012,2,1,80000,1,7800,1,1,1,1,0,9.99,B,21.95,8221.12,7800,0,251.65
9404,1082012,1,3,59750,1,21000,2,1,7,1,0,12.99,C,12.31,20560.36,18350,0,417.43
9405,1102014,10,3,280000,3,21600,1,1,6,1,0,12.99,C,6.12,26237.94495,21600,0,727.69
9406,1032013,8,3,200000,2,35000,2,1,6,2,0,20.25,F,15.89,44657.8,35000,0,932.17
9407,1012014,3,3,54000,1,10000,1,1,6,2,0,15.23,C,23.78,12108.25,10000,0,347.79
9408,1122015,3,3,200000,2,21000,2,1,6,1,0,11.49,B,8.44,19402.18,14116.31,0,374.89
9409,1122013,8,1,53000,1,6000,1,1,10,2,1,17.49,D,1.58,6077.51,4176.8,284.42,215.39
9410,1092014,10,1,38400,1,5000,1,1,11,1,0,10.59,B,10.84,5855.50172,5000,0,162.73
9411,1092014,9,1,70000,1,3600,1,1,6,2,0,14.79,C,15.19,4476.677882999999,3600,0,124.43
9412,1102015,10,3,84000,1,15000,2,1,6,2,0,15.99,D,18.01,21648.77004,15000,0,364.7
9413,1112013,3,3,55000,1,5000,1,1,6,2,0,15.99,D,14.51,6199.66,5000,0,175.77
9414,1042014,8,2,50000,1,18800,2,1,7,2,1,19.69,E,12.98,16403.62,6861.18,1672.92,494.85
9415,1122015,4,3,39996,1,19600,2,1,3,1,0,10.59,B,20.73,15889.38,11839.92,0,306.39
9416,1042014,0.5,1,65000,1,10000,1,1,6,1,0,11.49,B,9.9,11845.82361,10000,0,329.72
9417,1092014,7,3,202000,3,28000,1,1,7,1,0,10.59,B,12.6,32799.638230000004,28000,0,911.26
9418,1072014,9,3,108717,2,16000,1,1,1,1,0,6.99,A,3.49,17571.20774,16000,0,493.97
9419,1042014,3,3,89000,1,10800,1,1,6,1,0,11.99,B,16.86,12839.58625,10800,0,358.67
9420,1102013,7,3,97000,1,35000,2,1,6,2,0,13.49,C,22.09,43050.32,35000,0,805.17
9421,1102012,7,3,140000,2,12000,1,1,1,1,0,8.49,A,9.75,12935.02,12000,0,378.76
9422,1092014,3,3,70000,1,15000,1,1,6,1,0,8.49,A,6.6,17042.18503,15000,0,473.45
9423,1102014,8,1,65000,1,22000,2,1,6,2,1,18.39,E,15.53,20841.18,11148.85,0,563.34
9424,1082013,2,1,60000,1,4200,1,1,6,1,1,10.99,B,16.2,3514.8,2629.94,233.28,137.49
9425,1092014,2,1,50000,1,7200,1,1,6,1,0,8.49,A,6.72,8177.650032,7200,0,227.26
9426,1052014,0.5,1,24000,1,1325,1,1,10,2,1,13.49,C,3.8,1476.64,1145.61,28.5,44.96
9427,1032013,9,3,62000,1,8500,1,1,4,1,0,10.99,B,23.42,9602.48,8500,0,278.24
9428,1092015,2,3,100000,1,15000,2,1,6,1,0,11.49,B,20.68,19554.15556,15000,0,329.82
9429,1012013,10,3,74000,1,20000,2,1,6,2,0,18.39,E,12.66,24748.84,20000,0,512.13
9430,1122015,2,1,46000,1,8700,2,1,2,1,0,12.99,C,3.83,10259.82,7171.97,0,197.91
9431,1082012,5,1,30000,1,7000,1,1,9,2,0,15.62,D,21.64,7885.91,7000,0,244.79
9432,1112012,2,1,28000,1,6000,1,1,9,1,1,10.59,B,4.07,2956.58,2103.12,232.88,195.27
9433,1082012,7,1,38400,1,4000,1,1,4,1,0,10.59,B,22.81,4366.21,4000,0,130.18
9434,1082014,0.5,1,33600,1,9600,1,1,6,2,0,15.99,D,11.07,12132.38523,9600,0,337.47
9435,1092014,2,1,32000,1,8575,1,1,4,2,0,15.62,D,23.59,10787.89508,8575,0,299.87
9436,1092014,7,1,65000,1,7000,1,1,1,2,0,15.99,D,13.13,8870.3687,7000,0,246.07
9437,1072012,0.5,3,80000,1,11000,1,1,6,1,0,7.49,A,13.72,11659.01,11000.01,0,342.12
9438,1082014,0.5,1,42000,1,8000,1,1,4,1,0,5.99,A,2.83,8760.089801,8000,0,243.34
9439,1032014,10,3,116000,2,18000,1,1,6,1,0,7.49,A,8.39,20080.39,18000,0,559.83
9440,1122015,5,3,37080,1,12000,2,1,2,1,0,11.99,B,20.94,13857.66,9945.56,0,266.88
9441,1092014,1,2,55000,1,10000,1,1,1,1,0,10.99,B,16.84,11775.037040000001,10000,0,327.34
9442,1102012,10,3,55000,1,6500,1,1,1,1,0,7.49,A,20.2,6973.11,6500,0,202.17
9443,1122012,1,3,90000,1,7000,1,1,6,1,0,6.99,A,13.87,7439.12,7000,0,216.11
9444,1122011,0.5,1,35832,1,4000,2,1,4,2,1,16.89,D,4.02,3258.54,173.52,2865.58,99.18
9445,1032014,4,1,80000,1,3500,1,1,8,1,0,12.99,C,6.66,4224.5897,3500,0,117.92
9446,1092014,10,1,54000,1,12000,1,1,6,1,0,8.49,A,8.36,13627.43265,12000,0,378.76
9447,1012014,10,3,96000,1,13000,2,1,6,2,0,13.99,C,14.06,16593.64,13000,0,302.42
9448,1122012,8,1,80000,1,18000,1,1,6,1,0,10.59,B,7.15,20068.54,18000,0,585.81
9449,1092014,5,1,32000,1,1900,1,1,4,2,0,13.49,C,4.01,2318.998991,1900,0,64.47
9450,1092014,1,1,59000,1,5500,1,1,1,1,0,5.42,A,12.63,5969.912098,5500,0,165.88
9451,1102014,5,2,35000,1,10000,2,1,3,2,0,20.25,F,5.14,14914.105080000001,10000,0,266.34
9452,1092014,10,1,70000,1,8000,1,1,1,1,0,6.99,A,15.67,8890.516227,8000,0,246.99
9453,1072014,3,3,54000,1,6000,1,1,6,2,0,13.49,C,0.31,7317.185278,6000,0,203.59
9454,1092014,4,1,67300,1,13800,1,1,6,2,0,13.99,C,11.34,16963.135459999998,13800,0,471.59
9455,1082012,10,1,56400,1,7400,2,1,4,2,0,19.29,E,1.38,8741.48,7400,0,193.15
9456,1112012,10,3,54000,1,1400,1,1,8,1,0,5.42,A,12.07,1477.38,1400,0,42.23
9457,1092014,6.05,1,63552,1,6000,1,1,4,1,0,11.49,B,10.33,7117.831779000001,6000,0,197.83
9458,1072014,2,2,36185,1,12000,1,1,4,1,0,9.99,B,20.59,13922.7102,12000,0,387.15
9459,1012013,0.5,1,55182,1,6000,1,1,4,1,0,6.99,A,20.75,6471.87,6000,0,185.24
9460,1072014,10,2,85000,1,30000,2,1,6,1,0,11.99,B,11.15,38036.946110000004,30000,0,667.19
9461,1102012,3,1,47900,1,8000,2,1,6,2,0,14.79,C,10.87,9271.24,8000,0,189.44
9462,1032013,6,1,41000,1,15000,1,1,6,1,0,8.49,A,25,16448.67,14999.99,0,473.45
9463,1092014,4,3,85000,1,6000,1,1,6,1,0,10.99,B,18.69,7065.974929999999,6000,0,196.41
9464,1092014,10,2,25000,1,9175,1,1,1,1,0,10.99,B,17.9,10804.94531,9175,0,300.34
9465,1082012,5,3,64000,1,6000,1,1,1,1,0,10.99,B,21.06,6568.27,6000,0,196.41
9466,1012016,7,1,82000,1,12000,2,1,6,2,0,19.69,E,11.49,16431.74,9620.31,0,315.87
9467,1082014,1,3,90000,1,15000,1,1,3,1,0,9.99,B,11.24,17417.52596,15000,0,483.94
9468,1092014,1,1,111996,2,12000,1,1,6,1,0,7.49,A,11.93,13434.89624,12000,0,373.22
9469,1012014,10,3,55000,1,8025,1,1,6,2,1,13.49,C,20.44,7351.94,5694.17,0,272.3
9470,1092014,10,3,60204,1,10000,1,1,7,1,0,7.49,A,6.14,11193.78067,10000,0,311.02
9471,1032013,3,3,52000,1,6000,1,1,4,1,0,8.49,A,10.27,6559.33,6000,0,189.38
9472,1122015,10,3,90000,1,35000,2,1,6,2,0,16.89,D,7.37,45011.46,28418.01,0,867.78
9473,1082014,3,1,74250,1,3000,1,1,1,1,0,11.99,B,22.17,3586.449254,3000,0,99.63
9474,1122015,8,1,48000,1,10000,2,1,6,2,0,16.49,D,13.07,12751.9,8134.44,0,245.8
9475,1122015,4,1,20000,1,6350,2,1,3,1,0,12.99,C,24.12,7480.8,5229.93,0,144.45
9476,1082012,6.05,2,50000,1,5125,1,1,13,1,0,9.99,B,15.25,5566.74,5125,0,165.35
9477,1102013,0.5,1,15000,1,4750,1,1,6,1,0,8.49,A,17.04,5328.96,4750,0,149.93
9478,1032013,10,1,101040,2,7000,2,1,2,1,0,11.49,B,5.7,8111.46,6999.99,0,153.92
9479,1052014,5,3,68000,1,11500,1,1,6,1,0,9.99,B,21.55,13267.39278,11500,0,371.02
9480,1042014,3,3,36000,1,12000,1,1,6,1,1,5.99,A,12.73,9685.19,8464.66,0,365.01
9481,1082014,4,1,30000,1,1400,1,1,8,2,0,15.62,D,2.28,1761.3084399999998,1400,0,48.96
9482,1092014,8,1,60000,1,7000,1,1,7,1,0,6.99,A,6.32,7779.134625,7000,0,216.11
9483,1022013,0.5,3,145000,2,21000,1,1,6,1,0,11.99,B,21.29,23990.15,21000,0,697.41
9484,1122013,10,1,62900,1,13775,2,1,6,1,0,11.99,B,15.74,16838.85,13775,0,306.35
9485,1092011,2,3,86748,1,10000,1,1,2,1,0,8.49,A,10.76,10070.99,10000,0,315.63
9486,1082014,1,1,33996,1,1500,1,1,6,1,0,6.99,A,29.3,1666.9720619999998,1500,0,46.31
9487,1072014,10,3,85000,1,30000,2,1,6,2,0,13.99,C,17.35,39478.47101,30000,0,697.9
9488,1122012,10,3,32678,1,3075,1,1,6,2,0,15.23,C,23.06,3587.82,3075,0,106.95
9489,1092014,5,1,52000,1,5000,1,1,6,1,0,10.59,B,10.34,5854.839779,5000,0,162.73
9490,1022013,5,3,82000,1,20000,1,1,8,1,0,10.99,B,10.55,22596.86,20000,0,654.68
9491,1012014,10,3,164000,2,35000,1,1,7,2,0,13.99,C,14.08,42482.71,35000,0,1196.05
9492,1092012,1,1,52000,1,5000,1,1,4,1,0,7.49,A,12.42,5343.45,5000,0,155.51
9493,1082012,10,3,40000,1,8000,1,1,6,2,1,15.62,D,15.87,3076.63,2055.52,9.94,279.76
9494,1082014,1,2,21600,1,4200,1,1,6,1,0,7.49,A,8.61,4697.781743,4200,0,130.63
9495,1102013,8,3,120000,2,15000,1,1,1,1,1,11.49,B,9.69,13897.53,9828.28,1534.98,494.57
9496,1122015,6,1,32000,1,12600,2,1,6,2,0,13.49,C,20.33,15057.72,10385.17,0,289.86
9497,1012014,5,3,100000,1,12000,2,1,6,1,0,8.49,A,15.68,13962.27,12000,0,246.15
9498,1102012,10,3,78000,1,30000,2,1,6,2,1,20.25,F,16.32,11185.56,4574.35,13,799
9499,1022014,10,3,46551,1,5000,1,1,4,1,0,7.49,A,24.67,5575.0036119999995,5000,0,155.51
9500,1102013,5,1,36000,1,1200,1,1,9,1,0,11.49,B,9.6,1403.89,1200,0,39.57
9501,1082014,0.5,1,24000,1,4400,1,1,6,2,0,15.62,D,6.35,5552.125349,4400,0,153.87
9502,1122015,0.5,3,36000,1,15000,2,1,6,1,0,11.99,B,22.7,17328.3,12435.92,0,333.6
9503,1032014,2,1,45000,1,7000,1,1,6,1,0,12.99,C,18.35,8449.21125,7000,0,235.83
9504,1092014,3,3,150000,2,20200,2,1,7,2,0,18.79,E,4.78,29358.506660000003,20200,0,521.67
9505,1062014,10,1,18000,1,4000,1,1,6,1,1,11.49,B,21.6,4484.26,3726.44,16.8,131.89
9506,1082014,4,1,55438,1,19400,1,1,1,2,0,13.49,C,10.71,23687.37818,19400,0,658.26
9507,1082014,10,1,45000,1,7500,1,1,1,2,0,15.62,D,9.81,9437.256903,7500,0,262.28
9508,1082014,4,3,44000,1,11200,1,1,6,1,0,10.99,B,5.05,13191.07112,11200,0,366.63
9509,1102012,3,1,39000,1,2500,1,1,6,2,1,15.62,D,22.92,1397.51,936.6,89.51,87.43
9510,1032014,3,1,100300,2,24000,1,1,6,1,0,11.99,B,10.61,28527.2895,24000,0,797.03
9511,1032012,10,3,97500,1,8000,2,1,6,2,0,18.79,E,5.21,8730.53,8000,0,206.61
9512,1112011,5,3,45000,1,5000,2,1,2,1,1,10.99,B,16.24,324.69,189.62,0,108.69
9513,1022013,7,3,63000,1,8575,1,1,1,2,0,13.49,C,21.1,9950.3,8575,0,290.96
9514,1082014,3,3,200000,2,4800,1,1,4,1,0,7.49,A,3.11,5371.525712,4800,0,149.29
9515,1022013,10,3,130000,2,35000,1,1,1,2,0,17.49,D,17.8,42368.34,35000,0,1256.4
9516,1082014,10,1,30000,1,10625,1,1,6,1,0,6.99,A,29.76,11807.9713,10625,0,328.03
