id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
849512,2011,01/09/2011,1102014,2.0,OWN,2,Low,72000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,16.8,11049.9127,10000.0,0.0,307.04,ulster
885002,2011,01/09/2011,1012013,2.0,MORTGAGE,3,Low,57000,1,5950, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,13.49,C,3,14.02,6783.71,5950.0,0.0,201.89,munster
884965,2011,01/09/2011,1072012,5.0,MORTGAGE,3,Low,73476,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,24.56,12372.05,5328.14,4755.62,848.27,munster
883463,2011,01/09/2011,1102013,6.0,RENT,1,Medium,130000,2,4375, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,12.42,B,2,7.06,5149.03,4375.0,0.0,146.2,ulster
884948,2011,01/09/2011,1102014,0.5,MORTGAGE,3,Low,45000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,18.75,5523.877453,5000.0,0.0,153.52,leinster
884978,2011,01/09/2011,1052012,10.0,MORTGAGE,3,Low,90000,1,4300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,24.54,4483.68,4300.0,0.0,134.55,leinster
884963,2011,01/09/2011,1102014,4.0,RENT,1,Low,54996,1,2500, 60 months,2,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,15.96,C,3,15.75,2364.12,1252.91,188.88,60.75,ulster
883528,2011,01/09/2011,1022013,10.0,MORTGAGE,3,Low,73000,1,10625, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.03,A,1,22.52,11329.1,10625.0,0.0,323.38,cannught
884903,2011,01/09/2011,1082015,9.0,RENT,1,Low,45000,1,5000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,13.87,5758.41,3403.26,0.0,125.83,Northern-Irl
884911,2011,01/09/2011,1042012,4.0,RENT,1,Low,32000,1,10700, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,18.68,11002.16,10700.0,0.0,325.67,Northern-Irl
884904,2011,01/09/2011,1022015,10.0,MORTGAGE,3,Low,73000,1,35000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,26.81,44392.45632,35000.0,0.0,760.82,ulster
884853,2011,01/09/2011,1072014,10.0,MORTGAGE,3,Low,67000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,18.84,25261.66804,19850.0,0.0,448.51,Northern-Irl
884487,2011,01/09/2011,1012013,2.0,MORTGAGE,3,Medium,175000,2,11800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,7.48,12708.5,11800.0,0.0,367.11,Northern-Irl
884858,2011,01/09/2011,1102014,6.0,MORTGAGE,3,Low,44000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,17.45,7669.5126230000005,7000.0,0.0,213.05,cannught
884850,2011,01/09/2011,1072013,6.05,MORTGAGE,3,Low,65000,1,3000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,6.03,A,1,11.08,3233.81,3000.0,0.0,91.31,ulster
884798,2011,01/09/2011,1032012,4.0,MORTGAGE,3,Medium,195000,2,5000, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,8.9,A,1,19.11,5176.16,5000.0,0.0,158.77,cannught
884787,2011,01/09/2011,1022014,1.0,RENT,1,Low,40000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,5.67,4815.52,4000.0,0.0,134.18,leinster
884640,2011,01/09/2011,1012016,2.0,MORTGAGE,3,Low,74004,1,4000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,14.27,C,3,13.25,4764.72,3199.39,0.0,93.64,ulster
884789,2011,01/09/2011,1102014,1.0,RENT,1,Low,45000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,15.41,7033.9738370000005,6000.0,0.0,195.44,ulster
884469,2011,01/09/2011,1102014,10.0,MORTGAGE,3,Low,84000,1,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,22.13,29301.30027,24000.0,0.0,814.34,ulster
884814,2011,01/09/2011,1102014,6.05,RENT,1,Low,43200,1,1200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,18.64,1391.3688439999999,1200.0,0.0,38.67,leinster
884813,2011,01/09/2011,1042013,3.0,MORTGAGE,3,Low,46000,1,7700, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,16.43,8768.26,7700.0,0.0,254.69,leinster
884684,2011,01/09/2011,1012013,5.0,MORTGAGE,3,Low,70000,1,7000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.03,A,1,11.3,7204.46,7000.0,0.0,213.05,cannught
884755,2011,01/09/2011,1092014,10.0,RENT,1,High,1782000,3,12025, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,1.31,14840.6091,12025.0,0.0,412.57,Northern-Irl
884055,2011,01/09/2011,1042013,2.0,MORTGAGE,3,Low,70000,1,5600, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,6.62,A,1,7.23,6031.97,5600.0,0.0,171.95,leinster
884733,2011,01/09/2011,1012016,8.0,MORTGAGE,3,Medium,150000,2,28000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,9.91,B,2,3.94,30276.84,22870.55,0.0,593.68,leinster
884691,2011,01/09/2011,1082014,5.0,RENT,1,Low,53000,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,11.64,23783.45,17958.48,292.5,710.77,ulster
882899,2011,01/09/2011,1102012,1.0,RENT,1,Low,55000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,18.64,E,5,23.41,8982.97,3030.56,1261.83,643.58,ulster
884653,2011,01/09/2011,1052013,0.5,MORTGAGE,3,Low,78000,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.62,A,1,2.37,5406.87,5000.0,0.0,153.52,Northern-Irl
884676,2011,01/09/2011,1032015,3.0,RENT,1,Low,69200,1,6000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,17.83,8144.398242,6000.0,0.0,140.46,ulster
884267,2011,01/09/2011,1042014,5.0,MORTGAGE,3,Medium,117000,2,10700, 36 months,1,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,14.27,C,3,10.19,13122.15559,10700.0,0.0,367.11,ulster
876767,2011,01/09/2011,1072013,3.0,RENT,1,Low,30000,1,14600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,21.24,15736.63,14600.0,0.0,444.36,Northern-Irl
884655,2011,01/09/2011,1082014,0.5,MORTGAGE,3,Medium,115000,2,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,24.86,8105.489119,7200.0,0.0,225.29,munster
884603,2011,01/09/2011,1022015,10.0,MORTGAGE,3,Low,75000,1,12600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,11.89,14972.47594,12600.0,0.0,254.88,ulster
884670,2011,01/09/2011,1122012,6.0,MORTGAGE,3,Low,72000,1,12600, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,12.69,B,2,24.17,14306.84,12600.0,0.0,284.7,Northern-Irl
884664,2011,01/09/2011,1072013,10.0,MORTGAGE,3,Low,65000,1,3300, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.51,A,1,11.26,3620.1,3300.0,0.0,102.67,Northern-Irl
884582,2011,01/09/2011,1012016,9.0,RENT,1,Low,68400,1,3500, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,17.44,4019.87,2816.62,0.0,79.09,cannught
884627,2011,01/09/2011,1032013,10.0,MORTGAGE,3,Low,38484,1,6250, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,26.94,3305.35,2768.14,10.41,194.45,munster
882221,2011,01/09/2011,1082015,10.0,MORTGAGE,3,Low,40000,1,13000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,8.9,A,1,24.06,9453.46,7201.51,0.0,206.07,cannught
884544,2011,01/09/2011,1102014,0.5,OWN,2,Low,48000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,22.45,7033.4748739999995,6000.0,0.0,195.44,leinster
884600,2011,01/09/2011,1022012,10.0,MORTGAGE,3,Low,99000,1,12000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,6.03,A,1,2.21,12232.86,12000.0,0.0,365.23,cannught
884532,2011,01/09/2011,1022013,10.0,MORTGAGE,3,Low,45000,1,6800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,17.79,7240.09,6800.0,0.0,206.97,cannught
883890,2011,01/09/2011,1032014,10.0,MORTGAGE,3,Low,57500,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,10.56,18221.938000000002,14000.0,0.0,335.05,ulster
883950,2011,01/09/2011,1012016,10.0,MORTGAGE,3,Low,66996,1,5000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,14.27,C,3,24.29,5952.19,3997.08,0.0,117.05,cannught
884502,2011,01/09/2011,1032012,10.0,MORTGAGE,3,Low,60000,1,9600, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Bad Loan,1,11.71,B,2,13.08,1562.58,601.97,505.43,212.15,Northern-Irl
745380,2011,01/09/2011,1012014,10.0,MORTGAGE,3,High,218000,3,14400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,8.6,16310.79,14400.0,0.0,457.25,ulster
884507,2011,01/09/2011,1012016,8.0,OWN,2,Low,30000,1,2000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,16.77,D,4,22.96,2509.3,1577.64,0.0,49.46,cannught
884501,2011,01/09/2011,1052012,6.0,RENT,1,Low,80000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.27,C,3,12.93,1305.18,635.86,250.27,173.99,ulster
884295,2011,01/09/2011,1052013,6.0,MORTGAGE,3,Low,75000,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,6.98,5309.72,5000.0,0.0,152.18,Northern-Irl
884494,2011,01/09/2011,1092014,4.0,RENT,1,Low,56400,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,17.02,10228.29611,8000.0,0.0,284.31,ulster
884493,2011,01/09/2011,1082012,0.5,MORTGAGE,3,Low,73000,1,6500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,11.03,6813.56,6500.0,0.0,197.84,munster
884484,2011,01/09/2011,1102014,3.0,RENT,1,Low,32000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,12.53,5478.239697,5000.0,0.0,152.18,ulster
884424,2011,01/09/2011,1102014,0.5,RENT,1,Low,65000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,19.48,14283.28954,12000.0,0.0,396.92,Northern-Irl
884403,2011,01/09/2011,1062013,6.0,RENT,1,Medium,110000,2,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,22.07,2852.13,2109.3,349.09,124.45,ulster
883533,2011,01/09/2011,1122012,3.0,MORTGAGE,3,Low,62000,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,5.15,2117.32,2000.0,0.0,60.88,leinster
884395,2011,01/09/2011,1092013,0.5,RENT,1,Low,34000,1,1200, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Bad Loan,1,9.91,B,2,9.18,952.3,722.94,65.65,38.67,ulster
884359,2011,01/09/2011,1052014,1.0,OWN,2,Low,76116,1,3000, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,12.42,B,2,9.98,3735.694779,3000.0,0.0,67.38,cannught
863723,2011,01/09/2011,1102014,0.5,RENT,1,Low,65000,1,6200, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,8.9,A,1,1.66,7086.130955,6200.0,0.0,196.87,ulster
881875,2011,01/09/2011,1022014,10.0,MORTGAGE,3,Medium,109000,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,21.28,F,6,18.57,32231.49,11892.44,5570.17,952.39,leinster
884366,2011,01/09/2011,1102014,6.05,MORTGAGE,3,Low,65000,1,6025, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,19.71,6601.209873,6025.0,0.0,183.38,Northern-Irl
881539,2011,01/09/2011,1122013,0.5,RENT,1,Low,81200,1,20000, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,11.71,B,2,13.52,24222.46,20000.0,0.0,441.97,leinster
884305,2011,01/09/2011,1122011,10.0,MORTGAGE,3,Low,85000,1,13000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,18.92,13268.77,13000.0,0.0,291.95,Northern-Irl
884304,2011,01/09/2011,1072013,4.0,RENT,1,Low,75000,1,3000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,8.9,A,1,23.24,3347.12,3000.0,0.0,95.26,Northern-Irl
884303,2011,01/09/2011,1042013,6.0,RENT,1,Low,80000,1,18000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,17.23,19668.85,18000.0,0.0,563.23,Northern-Irl
884143,2011,01/09/2011,1012016,2.0,OWN,2,Low,20400,1,10000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,14.27,C,3,13.29,11912.82,7994.07,0.0,234.09,munster
883659,2011,01/09/2011,1122013,10.0,RENT,1,Low,65000,1,2000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.9,A,1,24.55,2230.53,2000.0,0.0,62.59,cannught
884196,2011,01/09/2011,1112012,10.0,MORTGAGE,3,Low,59000,1,12000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.65,B,2,3.09,13266.71,12000.0,0.0,258.82,cannught
884187,2011,01/09/2011,1012013,5.0,MORTGAGE,3,Medium,120000,2,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.62,A,1,13.26,10677.09,10000.0,0.0,307.04,ulster
884249,2011,01/09/2011,1102014,10.0,RENT,1,Low,38000,1,4800, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,10.17,5712.732699,4800.0,0.0,158.77,ulster
879516,2011,01/09/2011,1072013,7.0,RENT,1,Low,40000,1,20500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,12.9,7103.65,3846.47,608.35,310.12,ulster
884181,2011,01/09/2011,1102014,2.0,RENT,1,Low,42000,1,9300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.99,D,4,4.43,11763.69223,9300.0,0.0,326.92,ulster
869359,2011,01/09/2011,1032013,5.0,RENT,1,Low,37440,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,11.79,16335.25,15000.0,0.0,469.36,leinster
884109,2011,01/09/2011,1102014,1.0,RENT,1,Low,25000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,8.78,5597.057624,5000.0,0.0,155.56,munster
882700,2011,01/09/2011,1102014,2.0,RENT,1,Low,19200,1,2000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,13.49,C,3,7.63,2440.342668,2000.0,0.0,67.87,ulster
872714,2011,01/09/2011,1032015,6.0,OWN,2,Low,65000,1,10800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,17.3,16213.34605,10800.0,0.0,282.66,ulster
882831,2011,01/09/2011,1072014,4.0,MORTGAGE,3,Low,72000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,15.02,16789.09808,14000.0,0.0,467.82,leinster
884048,2011,01/09/2011,1032013,1.0,MORTGAGE,3,Low,55000,1,12625, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,23.63,6713.64,5589.72,0.0,395.04,munster
884135,2011,01/09/2011,1092014,2.0,RENT,1,Low,30000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,24.72,6099.705734,5000.0,0.0,169.66,munster
857163,2011,01/09/2011,1122013,3.0,RENT,1,Low,48000,1,13800, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,22.06,F,6,21.45,19498.58,13800.0,0.0,381.62,munster
883868,2011,01/09/2011,1102014,10.0,RENT,1,Low,43200,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,12.69,B,2,9.39,6033.664152,5000.0,0.0,167.73,ulster
884090,2011,01/09/2011,1122014,0.5,MORTGAGE,3,Medium,120000,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,15.71,36146.040030000004,24425.0,0.0,639.26,ulster
883516,2011,01/09/2011,1082014,10.0,RENT,1,Low,74000,1,10000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,1.67,11893.44792,10000.0,0.0,330.76,Northern-Irl
880535,2011,01/09/2011,1062013,10.0,MORTGAGE,3,Low,42000,1,7300, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.51,A,1,23.43,7903.07,7300.0,0.0,227.11,munster
884079,2011,01/09/2011,1102014,2.0,MORTGAGE,3,Medium,130000,2,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,11.18,20275.51862,18000.0,0.0,563.23,leinster
883894,2011,01/09/2011,1082013,10.0,MORTGAGE,3,Medium,120000,2,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,23.76,11331.94,10000.0,0.0,322.25,ulster
878008,2011,01/09/2011,1102014,2.0,RENT,1,Low,20000,1,4000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.65,B,2,2.1,4688.155082,4000.0,0.0,130.3,leinster
884068,2011,01/09/2011,1082012,10.0,RENT,1,Low,82600,1,22000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,5.64,24074.21,22000.0,0.0,737.99,ulster
884064,2011,01/09/2011,1082012,10.0,MORTGAGE,3,Low,58000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,15.96,C,3,3.97,1180.71,692.14,132.11,105.42,ulster
884032,2011,01/09/2011,1082013,0.5,RENT,1,Low,48000,1,14400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,16.38,17039.38,14400.0,0.0,488.6,munster
883995,2011,01/09/2011,1112014,10.0,RENT,1,Low,26400,1,3800, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.9,A,1,17.09,4298.845379,3800.0,0.0,118.91,leinster
883986,2011,01/09/2011,1102013,4.0,RENT,1,Low,20400,1,2000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,25.88,1596.93,1276.97,98.85,62.59,cannught
883984,2011,01/09/2011,1072012,4.0,RENT,1,Low,45600,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,4.32,3664.78,1949.92,280.78,376.19,leinster
884019,2011,01/09/2011,1062014,1.0,RENT,1,Low,50000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,14.14,12033.882440000001,10000.0,0.0,335.45,ulster
883911,2011,01/09/2011,1062012,10.0,RENT,1,Low,90000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,20.91,13011.58,12000.0,0.0,400.99,Northern-Irl
883080,2011,01/09/2011,1122015,6.0,MORTGAGE,3,Low,51721,1,7500, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,9.91,B,2,27.73,8109.69,6126.16,0.0,159.03,Northern-Irl
883958,2011,01/09/2011,1052013,0.5,OWN,2,Low,38400,1,16450, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.65,B,2,23.19,9614.18,6876.6,549.63,535.83,leinster
883972,2011,01/09/2011,1102013,3.0,MORTGAGE,3,Low,78000,1,8500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.51,A,1,2.86,9393.08,8500.0,0.0,264.45,munster
883910,2011,01/09/2011,1072012,10.0,MORTGAGE,3,Low,42000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,10.71,13435.33,12000.0,0.0,296.75,Northern-Irl
883917,2011,01/09/2011,1112013,10.0,MORTGAGE,3,Low,37000,1,3600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,13.23,4670.14,3600.0,0.0,89.03,leinster
883912,2011,01/09/2011,1122012,7.0,OWN,2,Low,62352,1,29800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,16.57,32909.6,29800.0,0.0,970.69,Northern-Irl
876748,2011,01/09/2011,1102014,1.0,MORTGAGE,3,Low,62000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,9.08,11263.54581,10000.0,0.0,312.91,leinster
883835,2011,01/09/2011,1102014,1.0,RENT,1,Low,76460,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,9.51,8780.034426999999,8000.0,0.0,243.49,ulster
882466,2011,01/09/2011,1102014,10.0,MORTGAGE,3,Low,82000,1,5325, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.71,B,2,3.26,6336.817274,5325.0,0.0,176.13,Northern-Irl
850440,2011,01/09/2011,1102011,6.0,MORTGAGE,3,Low,45000,1,7500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,19.02,7550.04,7500.0,0.0,234.68,Northern-Irl
883831,2011,01/09/2011,1042014,8.0,MORTGAGE,3,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,6.62,A,1,12.42,11053.5,9814.76,19.04,368.45,Northern-Irl
858300,2011,01/09/2011,1112012,10.0,RENT,1,Low,75000,1,23000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.25,D,4,5.78,27238.54,23000.0,0.0,587.19,Northern-Irl
883824,2011,01/09/2011,1012012,1.0,MORTGAGE,3,Low,34000,1,2500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,2.96,2536.93,2500.0,0.0,76.09,ulster
883608,2011,01/09/2011,1102014,5.0,OWN,2,Medium,112732,2,5000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,18.59,6033.023828,5000.0,0.0,167.73,leinster
882697,2011,01/09/2011,1122015,0.5,MORTGAGE,3,Low,74000,1,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,22.12,24976.08,15695.22,0.0,490.88,cannught
881232,2011,01/09/2011,1122015,10.0,MORTGAGE,3,Low,50000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,6.53,28619.16,20190.65,0.0,561.44,cannught
881462,2011,01/09/2011,1092014,10.0,RENT,1,Low,60000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,19.44,3660.529744,3000.0,0.0,101.8,ulster
883717,2011,01/09/2011,1082013,2.0,RENT,1,Low,77004,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,18.25,D,4,22.72,11536.43,4776.39,874.07,510.6,leinster
883654,2011,01/09/2011,1122012,10.0,MORTGAGE,3,Low,62000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.03,A,1,16.03,5293.19,5000.0,0.0,152.18,leinster
883695,2011,01/09/2011,1102014,10.0,MORTGAGE,3,High,200100,3,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,8.79,35713.583,30000.0,0.0,992.28,leinster
883638,2011,01/09/2011,1092014,10.0,MORTGAGE,3,Low,47900,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,18.64,E,5,12.93,11657.44,5439.06,920.24,308.92,ulster
883684,2011,01/09/2011,1082013,8.0,MORTGAGE,3,Medium,120000,2,4000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,10.65,B,2,21.06,4572.92,4000.0,0.0,130.3,munster
883664,2011,01/09/2011,1102014,3.0,RENT,1,Low,100000,1,12000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,9.91,B,2,9.44,13918.053109999999,12000.0,0.0,386.7,cannught
883618,2011,01/09/2011,1082014,10.0,MORTGAGE,3,Low,57600,1,1800, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.42,B,2,7.31,2162.365314,1800.0,0.0,60.15,ulster
883381,2011,01/09/2011,1122015,10.0,OWN,2,Medium,110000,2,16500, 60 months,2,INDIVIDUAL,1,car,2,High,2,Good Loan,0,14.65,C,3,4.35,19861.93,13197.48,0.0,389.51,munster
